province,region,country,date,day.maxtemp_c,day.maxwind_kph,day.totalprecip_mm,day.avghumidity,day.uv,day.daily_will_it_rain
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-24,36.9,20.0,0.0,68,8.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-24,28.0,13.8,1.3,81,6.0,1
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-24,33.9,17.6,0.0,69,7.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-24,36.3,20.2,0.0,62,9.0,0
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-24,36.2,13.0,5.79,58,8.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2024-04-24,40.3,21.1,0.0,52,9.0,0
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-04-24,29.0,19.1,4.1,84,6.0,1
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-24,28.1,9.9,2.8,89,6.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-24,30.4,17.6,4.91,86,7.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-24,33.9,17.6,0.0,69,7.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-24,38.6,19.4,0.0,62,8.0,0
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-24,37.0,20.9,0.3,63,8.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-24,28.9,11.1,11.87,86,6.0,1
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-24,39.6,18.7,0.0,59,8.0,0
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-04-24,28.9,11.1,11.87,86,6.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-24,28.9,11.1,11.87,86,6.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,39.5,17.1,0.0,55,8.0,0
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-04-25,31.3,22.0,0.0,75,7.0,0
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,34.2,22.9,0.3,78,7.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,30.1,9.1,1.3,91,7.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,36.9,21.6,0.0,62,8.0,0
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,34.2,22.9,0.3,78,7.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,37.6,18.0,0.0,63,8.0,0
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,34.7,25.2,0.0,74,8.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2024-04-25,38.3,24.8,0.0,60,8.0,0
Bình Phước,Đông Nam Bộ,Vietnam,2024-04-25,37.3,20.2,0.0,66,8.0,0
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,34.1,22.3,0.3,72,7.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,37.6,15.5,0.0,59,9.0,0
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,39.3,20.5,0.0,60,8.0,0
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,32.2,16.9,0.0,83,7.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,36.7,18.6,0.1,74,8.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-04-25,37.9,16.6,0.5,60,8.0,1
Đắk Nông,Tây Nguyên,Vietnam,2024-04-25,37.9,16.6,0.5,60,8.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,33.2,9.7,0.7,68,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2024-04-25,38.3,24.8,0.0,60,8.0,0
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,38.6,16.9,0.0,60,8.0,0
Gia Lai,Tây Nguyên,Vietnam,2024-04-25,37.1,13.7,0.0,47,9.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,28.8,30.2,1.7,63,6.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,31.8,22.7,2.06,83,7.0,1
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,35.8,21.2,0.0,77,8.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,34.0,15.5,0.0,83,7.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,31.9,25.6,1.0,84,7.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,31.7,25.2,0.8,84,7.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,39.3,20.5,0.0,60,8.0,0
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-04-25,38.3,24.8,0.0,60,8.0,0
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,34.6,11.2,2.18,83,7.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,31.8,22.7,2.06,83,7.0,1
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,32.9,19.8,0.0,75,7.0,0
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,35.2,26.6,0.3,66,8.0,1
Kon Tum,Tây Nguyên,Vietnam,2024-04-25,37.1,13.7,0.0,47,9.0,0
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,25.9,10.0,0.8,68,6.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2024-04-25,30.3,7.1,5.0,78,7.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,30.5,22.0,0.3,82,7.0,1
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,34.0,9.7,0.0,66,7.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,37.6,22.7,0.0,62,8.0,0
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,31.8,22.7,2.06,83,7.0,1
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,32.5,19.1,0.0,85,7.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,31.8,22.7,2.06,83,7.0,1
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,33.4,23.4,0.0,74,7.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,35.1,13.5,0.0,77,8.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,34.7,25.2,0.0,74,8.0,0
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,36.3,13.7,0.4,77,8.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,36.7,18.6,0.1,74,8.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,38.0,24.1,0.0,65,8.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,28.1,22.0,1.7,91,6.0,1
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,36.3,17.3,0.0,63,8.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,36.9,21.6,0.0,62,8.0,0
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,33.2,9.7,0.7,68,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2024-04-25,39.0,19.4,0.0,54,8.0,0
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,31.4,25.2,0.5,84,7.0,1
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,33.0,15.8,3.27,84,7.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,32.7,15.5,0.3,85,7.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-25,36.3,17.3,0.0,63,8.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,37.6,18.0,0.0,63,8.0,0
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,37.4,21.2,0.0,64,8.0,0
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,35.1,13.5,0.0,77,8.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-25,38.4,20.5,0.0,63,8.0,0
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-04-25,35.1,13.5,0.0,77,8.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-25,35.1,13.5,0.0,77,8.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,38.8,19.1,1.4,59,8.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-04-26,31.4,23.0,0.2,75,7.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,35.2,21.2,0.0,79,8.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,33.6,8.6,0.0,77,7.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,37.1,22.0,0.0,62,8.0,0
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,35.2,21.2,0.0,79,8.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,37.8,18.0,0.6,64,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,35.6,28.1,0.0,74,9.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2024-04-26,39.1,25.9,0.3,60,8.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2024-04-26,37.3,21.2,0.5,67,8.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,33.7,19.4,0.0,75,8.0,0
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,37.0,14.4,0.2,65,8.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,39.6,18.0,0.4,60,8.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,37.8,13.0,0.0,71,8.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,37.9,14.8,0.2,67,8.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-04-26,38.8,11.2,0.2,54,8.0,1
Đắk Nông,Tây Nguyên,Vietnam,2024-04-26,38.8,11.2,0.2,54,8.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,38.4,16.2,0.0,31,9.0,0
Đồng Nai,Đông Nam Bộ,Vietnam,2024-04-26,39.1,25.9,0.3,60,8.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,38.6,15.8,0.8,61,8.0,1
Gia Lai,Tây Nguyên,Vietnam,2024-04-26,36.2,14.4,1.0,53,8.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,31.8,30.2,0.0,46,8.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,36.6,20.2,0.0,81,8.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,37.1,17.6,0.0,75,8.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,39.0,16.7,0.0,54,9.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,32.6,16.2,0.0,84,7.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,32.5,19.4,0.0,83,7.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,39.6,18.0,0.4,60,8.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-04-26,39.1,25.9,0.3,60,8.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,39.3,11.9,0.0,76,8.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,36.6,20.2,0.0,81,8.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,33.7,21.6,0.0,76,8.0,0
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,33.3,21.6,2.2,72,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2024-04-26,36.2,14.4,1.0,53,8.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,29.5,18.0,0.0,37,7.0,0
Lâm Đồng,Tây Nguyên,Vietnam,2024-04-26,31.3,8.3,0.6,69,7.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,32.9,14.8,0.0,75,7.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,41.7,10.8,0.0,41,10.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,37.5,22.7,0.1,62,8.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,36.6,20.2,0.0,81,8.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,40.7,17.6,0.0,62,10.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,36.6,20.2,0.0,81,8.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,33.6,25.6,0.0,76,7.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,36.4,17.3,0.0,74,8.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,35.6,28.1,0.0,74,9.0,0
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,39.2,20.2,0.0,52,9.0,0
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,37.9,14.8,0.2,67,8.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,39.4,23.0,0.0,65,8.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,28.4,10.8,0.0,90,6.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,39.4,15.4,0.2,56,8.0,1
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,37.1,22.0,0.0,62,8.0,0
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,38.4,16.2,0.0,31,9.0,0
Tây Ninh,Đông Nam Bộ,Vietnam,2024-04-26,40.2,19.5,0.8,56,9.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,34.7,20.2,0.0,84,7.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,34.2,11.5,0.2,79,7.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,37.6,19.1,0.0,77,9.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-26,39.4,15.4,0.2,56,8.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,37.8,18.0,0.6,64,8.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,37.2,20.5,0.0,66,8.0,0
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,36.4,17.3,0.0,74,8.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-26,38.7,17.6,0.4,61,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-04-26,36.4,17.3,0.0,74,8.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-26,36.4,17.3,0.0,74,8.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,39.8,21.6,0.0,55,8.0,0
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-04-27,32.0,20.5,0.0,73,7.0,0
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,40.1,18.4,0.0,59,10.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,35.7,9.4,0.0,57,9.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,36.7,20.2,0.2,60,8.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,40.1,18.4,0.0,59,10.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,38.0,16.6,0.3,59,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,36.9,26.6,0.0,70,9.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2024-04-27,39.3,24.5,0.0,57,9.0,0
Bình Phước,Đông Nam Bộ,Vietnam,2024-04-27,38.4,20.9,0.0,64,9.0,0
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,34.0,20.9,0.0,71,8.0,0
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,38.6,17.3,0.4,61,8.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,39.4,17.9,0.1,56,9.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,37.3,14.0,0.0,58,9.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,37.6,17.6,0.2,63,8.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-04-27,39.0,6.8,0.0,53,8.0,0
Đắk Nông,Tây Nguyên,Vietnam,2024-04-27,39.0,6.8,0.0,53,8.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,38.5,13.7,0.0,34,9.0,0
Đồng Nai,Đông Nam Bộ,Vietnam,2024-04-27,39.3,24.5,0.0,57,9.0,0
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,39.7,18.7,0.0,54,8.0,0
Gia Lai,Tây Nguyên,Vietnam,2024-04-27,36.4,14.8,0.0,53,8.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,32.2,27.7,0.0,32,8.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,39.7,18.7,0.0,62,9.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,42.5,20.5,0.0,55,10.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,40.9,20.2,0.0,36,10.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,36.9,19.4,0.0,74,9.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,36.9,19.4,0.0,73,9.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,39.4,17.9,0.1,56,9.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-04-27,39.3,24.5,0.0,57,9.0,0
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,43.3,20.2,0.0,35,10.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,39.7,18.7,0.0,62,9.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,34.3,20.2,0.0,75,8.0,0
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,35.7,25.3,0.0,68,9.0,0
Kon Tum,Tây Nguyên,Vietnam,2024-04-27,36.4,14.8,0.0,53,8.0,0
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,29.4,14.4,0.0,32,7.0,0
Lâm Đồng,Tây Nguyên,Vietnam,2024-04-27,32.1,6.8,0.4,66,7.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,35.8,21.2,0.0,53,9.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,42.1,10.1,0.0,28,10.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,38.4,18.7,0.0,58,9.0,0
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,39.7,18.7,0.0,62,9.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,41.5,20.2,0.0,37,10.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,39.7,18.7,0.0,62,9.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,33.8,24.5,0.0,74,8.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,39.6,14.8,0.0,52,9.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,36.9,26.6,0.0,70,9.0,0
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,38.5,21.2,0.0,51,9.0,0
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,37.6,17.6,0.2,63,8.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,39.9,18.5,0.0,59,9.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,30.3,12.6,0.0,82,7.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,39.1,18.4,0.0,52,9.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,36.7,20.2,0.2,60,8.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,38.5,13.7,0.0,34,9.0,0
Tây Ninh,Đông Nam Bộ,Vietnam,2024-04-27,40.1,16.9,0.0,51,10.0,0
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,37.1,19.8,0.0,69,9.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,38.3,9.4,0.0,58,9.0,0
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,40.0,19.1,0.0,57,9.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-27,39.1,18.4,0.0,52,9.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,38.0,16.6,0.3,59,8.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,37.6,19.8,0.3,61,8.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,39.6,14.8,0.0,52,9.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-27,39.7,19.4,0.0,56,9.0,0
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-04-27,39.6,14.8,0.0,52,9.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-27,39.6,14.8,0.0,52,9.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-28,39.4,17.3,0.0,51,9.0,0
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-04-28,31.4,19.4,0.0,70,7.0,0
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-28,37.8,24.8,0.0,66,9.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-28,37.8,9.0,0.0,59,9.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-28,37.9,19.1,0.0,58,8.0,0
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-04-28,37.8,24.8,0.0,66,9.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-28,38.6,16.6,0.1,59,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-28,36.9,23.9,0.0,71,8.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2024-04-28,39.7,20.2,0.6,55,8.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2024-04-28,38.1,18.7,0.3,62,8.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-28,34.3,20.9,1.8,71,7.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-28,38.2,11.9,0.0,60,8.0,0
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-28,39.7,16.5,0.3,55,8.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-28,37.0,14.4,0.0,52,9.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-28,37.4,20.5,0.1,67,8.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-04-28,38.3,10.8,0.3,59,8.0,1
Đắk Nông,Tây Nguyên,Vietnam,2024-04-28,38.3,10.8,0.3,59,8.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-28,37.6,14.3,0.0,28,9.0,0
Đồng Nai,Đông Nam Bộ,Vietnam,2024-04-28,39.7,20.2,0.6,55,8.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-28,39.8,17.6,0.1,54,8.0,1
Gia Lai,Tây Nguyên,Vietnam,2024-04-28,35.9,16.2,0.4,52,8.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-28,32.2,24.1,0.0,29,8.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-04-28,35.4,22.3,0.0,70,9.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-04-28,39.2,22.0,0.0,59,9.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-04-28,40.6,14.8,0.0,40,10.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-04-28,33.0,19.8,0.0,79,8.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-04-28,33.0,19.4,0.0,77,8.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-04-28,39.7,16.5,0.3,55,8.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-04-28,39.7,20.2,0.6,55,8.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-04-28,43.4,14.4,0.0,41,10.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-04-28,35.4,22.3,0.0,70,9.0,0
